x,y,z,
68.25,624.23,0.063684,
68.25,628.08,0.064078,
68.25,631.58,0.064328,
68.25,635.08,0.064796,
68.25,638.57,0.064984,
68.25,642.25,0.065421,
68.25,645.92,0.065772,
68.25,649.42,0.066148,
68.25,653.1,0.066188,
68.25,656.6,0.066241,
68.25,660.27,0.06657,
68.25,663.77,0.067088,
68.25,667.27,0.067276,
68.25,670.77,0.067639,
68.25,674.27,0.067723,
68.25,677.77,0.068114,
68.25,681.45,0.068015,
68.25,684.95,0.068453,
102.2,12.6,0.05466,
102.2,16.1,0.054109,
102.2,19.95,0.053499,
102.2,23.63,0.053049,
102.2,27.13,0.052809,
102.2,30.8,0.052498,
102.2,34.3,0.051888,
102.2,38.15,0.051296,
102.2,41.83,0.050711,
102.2,45.33,0.050313,
102.2,48.83,0.049839,
102.2,52.68,0.049377,
102.2,56.18,0.049593,
102.2,59.68,0.04913,
102.2,63.35,0.048641,
102.2,67.38,0.048283,
102.2,70.88,0.047969,
102.2,74.55,0.047954,
102.2,78.05,0.047972,
102.2,81.73,0.0484,
102.2,85.23,0.048567,
102.2,88.73,0.048758,
102.2,92.4,0.049149,
102.2,95.9,0.049084,
102.2,99.58,0.049611,
102.2,103.08,0.049494,
102.2,106.58,0.049485,
102.2,110.08,0.049368,
102.2,113.75,0.049519,
102.2,117.43,0.049386,
102.2,121.1,0.049543,
102.2,124.6,0.049395,
102.2,127.93,0.049358,
102.2,131.78,0.049075,
102.2,135.28,0.049121,
102.2,138.78,0.048847,
102.2,142.28,0.048681,
102.2,145.95,0.048906,
102.2,149.45,0.048967,
102.2,152.95,0.04963,
102.2,156.63,0.049411,
102.2,160.13,0.049469,
102.2,163.63,0.049602,
102.2,167.3,0.049479,
102.2,170.8,0.049291,
102.2,174.3,0.04946,
102.2,177.8,0.049802,
102.2,181.3,0.050239,
102.2,184.98,0.050621,
102.2,188.48,0.050227,
102.2,191.98,0.050378,
102.2,195.65,0.049851,
102.2,199.15,0.049882,
102.2,202.83,0.050209,
102.2,206.33,0.050594,
102.2,209.83,0.050967,
102.2,213.33,0.051315,
102.2,217,0.052103,
102.2,220.5,0.052504,
102.2,224,0.053169,
102.2,227.5,0.054069,
102.2,231,0.054765,
102.2,234.68,0.055184,
102.2,238.18,0.056395,
102.2,241.68,0.056583,
102.2,245.18,0.057011,
102.2,248.68,0.05723,
102.2,252.35,0.057316,
102.2,255.85,0.057322,
102.2,259.35,0.057744,
102.2,263.03,0.057689,
102.2,266.53,0.058178,
102.2,270.03,0.05792,
102.2,273.53,0.058108,
102.2,277.03,0.057618,
102.2,280.7,0.057094,
102.2,284.2,0.056161,
102.2,287.7,0.05552,
102.2,291.2,0.054673,
